2024-12-16T22:28:43.897Z,0,0,0,-326
2024-12-16T22:28:44.201Z,0,0,0,-326
2024-12-16T22:28:44.297Z,0,0,0,-326
2024-12-16T22:28:44.392Z,0,0,0,-326
2024-12-16T22:28:44.489Z,0,0,0,-326
2024-12-16T22:28:44.925Z,0,0,0,-326
2024-12-16T22:28:45.230Z,0,0,0,-326
2024-12-16T22:28:45.319Z,0,0,0,-326
2024-12-16T22:28:45.431Z,0,0,0,-326
2024-12-16T22:28:45.637Z,0,0,0,-326
2024-12-16T22:28:45.845Z,0,0,0,-326
2024-12-16T22:28:46.049Z,0,0,0,-326
2024-12-16T22:28:46.266Z,0,0,0,-326
2024-12-16T22:28:46.459Z,0,0,0,-326
2024-12-16T22:28:46.665Z,0,0,0,-326
2024-12-16T22:28:46.868Z,0,0,0,-326
2024-12-16T22:28:46.966Z,0,0,0,-326
2024-12-16T22:28:47.177Z,0,0,0,-326
2024-12-16T22:28:47.387Z,0,0,0,-326
2024-12-16T22:28:47.586Z,0,0,0,-326
2024-12-16T22:28:47.830Z,0,0,0,-326
2024-12-16T22:28:48.097Z,0,0,0,-326
2024-12-16T22:28:48.196Z,0,0,0,-326
2024-12-16T22:28:48.405Z,0,0,0,-326
2024-12-16T22:28:48.803Z,0,0,0,-326
2024-12-16T22:28:51.886Z,0,0,0,-326
2024-12-16T22:28:52.090Z,0,0,0,-326
2024-12-16T22:28:52.297Z,0,0,0,-326
2024-12-16T22:28:52.539Z,0,0,0,-326
2024-12-16T22:28:52.792Z,0,0,0,-326
2024-12-16T22:28:53.014Z,0,0,0,-326
2024-12-16T22:28:53.218Z,0,0,0,-326
2024-12-16T22:28:53.326Z,0,0,0,-326
2024-12-16T22:28:53.525Z,0,0,0,-326
2024-12-16T22:28:53.638Z,0,0,0,-326
2024-12-16T22:28:53.832Z,0,0,0,-326
2024-12-16T22:28:54.046Z,0,0,0,-326
2024-12-16T22:28:54.241Z,0,0,0,-326
2024-12-16T22:28:54.447Z,0,0,0,-326
2024-12-16T22:28:54.657Z,0,0,0,-326
2024-12-16T22:28:54.857Z,0,0,0,-326
2024-12-16T22:28:55.061Z,0,0,0,-326
2024-12-16T22:28:55.266Z,0,0,0,-326
2024-12-16T22:28:55.473Z,0,0,0,-326
2024-12-16T22:28:55.672Z,0,0,0,-326
2024-12-16T22:28:55.889Z,0,0,0,-326
2024-12-16T22:28:56.087Z,0,0,0,-326
2024-12-16T22:28:56.291Z,0,0,0,-326
2024-12-16T22:28:56.497Z,0,0,0,-326
2024-12-16T22:28:56.700Z,0,0,0,-326
2024-12-16T22:28:56.905Z,0,0,0,-326
2024-12-16T22:28:57.109Z,0,0,0,-326
2024-12-16T22:28:57.314Z,0,0,0,-326
2024-12-16T22:28:57.522Z,0,0,0,-326
2024-12-16T22:28:57.724Z,0,0,0,-326
2024-12-16T22:28:57.929Z,0,0,0,-326
2024-12-16T22:28:58.033Z,0,0,0,-326
2024-12-16T22:28:58.201Z,0,0,0,-326
2024-12-16T22:28:58.340Z,0,0,0,-326
2024-12-16T22:28:58.542Z,0,0,0,-326
2024-12-16T22:28:58.750Z,0,0,0,-326
2024-12-16T22:28:58.953Z,0,0,0,-326
2024-12-16T22:28:59.157Z,0,0,0,-326
2024-12-16T22:29:02.046Z,0,0,0,-326
2024-12-16T22:29:02.228Z,0,0,0,-326
2024-12-16T22:29:02.435Z,0,0,0,-326
2024-12-16T22:29:02.632Z,0,0,0,-326
2024-12-16T22:29:02.843Z,0,0,0,-326
2024-12-16T22:29:03.048Z,0,0,0,-326
2024-12-16T22:29:03.248Z,0,0,0,-326
2024-12-16T22:29:03.457Z,0,0,0,-326
2024-12-16T22:29:03.663Z,0,0,0,-326
2024-12-16T22:29:03.869Z,0,0,0,-326
2024-12-16T22:29:05.915Z,0,0,0,-333
2024-12-16T22:29:06.024Z,0,0,0,-333
